Date,Ticket Number,Customer Email,Agent ID,Issue,Status,Average Handling Time,Resolution,Contact via,Ratings,AI Conversion
01-01-2025,ADB-8174-3797,manuel785@gmail.com,tel10026,Activation Issue,Resolved,26,Remote Support,Chat,5,Already has AI
01-01-2025,ADB-8995-1685,patrick699@gmail.com,tel10094,How To,Resolved,17,Shared Self-Help Article,Phone,4,Not Interested
01-01-2025,ADB-3661-5768,debbie787@comcast.net,tel10025,How To,Resolved,16,Shared Self-Help Article,Chat,,Already has AI
01-01-2025,ADB-2607-7514,katie650@bellsouth.net,tel10085,Provisioning Issue,Resolved,27,Remote Support,Chat,5,AI Sold
01-01-2025,ADB-3127-4138,jason485@gmail.com,tel10084,How To,Resolved,16,Shared Self-Help Article,Phone,2,AI Sold
01-01-2025,ADB-6968-8256,john916@comcast.net,tel10063,Update,Resolved,20,Shared Self-Help Article,Chat,5,AI Sold
01-01-2025,ADB-2165-7522,stephen949@aol.com,tel10095,Update,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
01-01-2025,ADB-6341-2557,kimberly434@comcast.net,tel10023,Activation Issue,Resolved,25,Remote Support,Chat,4,Already has AI
01-01-2025,ADB-6775-8910,laura246@bellsouth.net,tel10057,Activation Issue,Resolved,16,Shared Self-Help Article,Chat,1,AI Sold
01-01-2025,ADB-7156-4373,ellen830@sbcglobal.net,tel10004,Activation Issue,Resolved,16,Shared Self-Help Article,Chat,4,Already has AI
01-01-2025,ADB-3938-9359,andrew284@comcast.net,tel10091,Activation Issue,Resolved,28,Remote Support,Phone,4,Not Interested
01-01-2025,ADB-9360-1032,jessica751@bellsouth.net,tel10062,Activation Issue,Resolved,28,Remote Support,Chat,5,Not Interested
01-01-2025,ADB-4588-8749,mario514@outlook.com,tel10051,Provisioning Issue,Pending Customer Action,20,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-5231-4707,spencer773@comcast.net,tel10096,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,2,Not Interested
01-01-2025,ADB-9871-8494,diana122@outlook.com,tel10096,Update,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
01-01-2025,ADB-4140-6565,matthew395@yahoo.com,tel10043,Activation Issue,Resolved,25,Remote Support,Phone,1,Not Interested
01-01-2025,ADB-3083-4913,joseph417@aol.com,tel10031,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,5,Already has AI
01-01-2025,ADB-5389-3144,colleen837@outlook.com,tel10001,Download/ Install,Resolved,27,Remote Support,Chat,,Not Interested
01-01-2025,ADB-6253-1103,shelby769@gmail.com,tel10028,Update,Resolved,28,Remote Support,Phone,4,AI Sold
01-01-2025,ADB-8584-4098,donna46@aol.com,tel10007,Download/ Install,Resolved,30,Remote Support,Phone,3,Already has AI
01-01-2025,ADB-3949-5382,teresa336@gmail.com,tel10093,Update,Resolved,17,Shared Self-Help Article,Phone,,Already has AI
01-01-2025,ADB-1936-1816,yolanda219@comcast.net,tel10043,Update,Resolved,28,Remote Support,Phone,3,AI Sold
01-01-2025,ADB-4535-7636,norman529@comcast.net,tel10036,Download/ Install,Resolved,26,Remote Support,Phone,3,AI Sold
01-01-2025,ADB-5743-4803,dennis872@sbcglobal.net,tel10086,How To,Resolved,19,Shared Self-Help Article,Chat,,Already has AI
01-01-2025,ADB-2300-6897,michael461@outlook.com,tel10045,Provisioning Issue,Resolved,27,Remote Support,Chat,1,Already has AI
01-01-2025,ADB-9584-5460,chad70@aol.com,tel10077,Activation Issue,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-8488-4563,rhonda431@gmail.com,tel10004,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,1,Already has AI
01-01-2025,ADB-1983-5954,ashley884@bellsouth.net,tel10066,How To,Resolved,18,Shared Self-Help Article,Chat,5,Not Interested
01-01-2025,ADB-7828-5026,debra169@aol.com,tel10029,Download/ Install,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-2751-7481,beth298@comcast.net,tel10064,Provisioning Issue,Resolved,26,Remote Support,Phone,,AI Sold
01-01-2025,ADB-5680-5077,peter861@comcast.net,tel10056,How To,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-3698-3381,tanner150@aol.com,tel10072,Download/ Install,Resolved,26,Remote Support,Chat,1,Already has AI
01-01-2025,ADB-3246-5522,alexander500@sbcglobal.net,tel10047,Activation Issue,Resolved,29,Remote Support,Phone,5,Already has AI
01-01-2025,ADB-8505-8958,michael461@outlook.com,tel10055,Download/ Install,Resolved,29,Remote Support,Phone,3,Already has AI
01-01-2025,ADB-8429-7143,nicholas313@sbcglobal.net,tel10022,Provisioning Issue,Callback Scheduled,19,SME Callback Scheduled,Phone,,Issue not Resolved
01-01-2025,ADB-3329-1983,jessica824@bellsouth.net,tel10028,Update,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-7378-6732,emily729@aol.com,tel10040,Provisioning Issue,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-6353-2606,larry93@yahoo.com,tel10071,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,3,Already has AI
01-01-2025,ADB-6548-8899,jennifer984@yahoo.com,tel10071,How To,Resolved,16,Shared Self-Help Article,Chat,4,AI Sold
01-01-2025,ADB-3575-6074,danielle645@aol.com,tel10032,Download/ Install,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-4174-9714,luke711@gmail.com,tel10092,Update,Resolved,18,Shared Self-Help Article,Phone,2,AI Sold
01-01-2025,ADB-8786-2027,rachel744@outlook.com,tel10072,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,4,AI Sold
01-01-2025,ADB-8941-9805,jeremy950@yahoo.com,tel10023,Download/ Install,Callback Scheduled,18,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-3354-8667,teresa122@yahoo.com,tel10021,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,4,Already has AI
01-01-2025,ADB-1448-2572,emily807@outlook.com,tel10075,How To,Resolved,29,Remote Support,Phone,4,AI Sold
01-01-2025,ADB-3757-7281,victoria912@aol.com,tel10065,Provisioning Issue,Resolved,29,Remote Support,Chat,,AI Sold
01-01-2025,ADB-4730-4413,christopher876@sbcglobal.net,tel10069,How To,Resolved,17,Shared Self-Help Article,Chat,2,AI Sold
01-01-2025,ADB-9049-3001,steven757@yahoo.com,tel10077,Activation Issue,Pending Agent Action,16,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-3584-5143,bethany563@comcast.net,tel10098,Update,Resolved,27,Remote Support,Phone,,AI Sold
01-01-2025,ADB-5297-1104,jane483@outlook.com,tel10022,Activation Issue,Resolved,26,Remote Support,Phone,5,AI Sold
01-01-2025,ADB-4201-4625,tammie154@yahoo.com,tel10084,Provisioning Issue,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
01-01-2025,ADB-6757-2652,richard187@outlook.com,tel10065,How To,Resolved,27,Remote Support,Phone,4,Already has AI
01-01-2025,ADB-3523-2044,martha857@yahoo.com,tel10048,Download/ Install,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-8372-6727,gregory924@gmail.com,tel10019,Download/ Install,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-2999-7579,kirsten352@comcast.net,tel10000,Provisioning Issue,Resolved,25,Remote Support,Phone,,Already has AI
01-01-2025,ADB-7808-6736,emily454@outlook.com,tel10090,Activation Issue,Resolved,18,Shared Self-Help Article,Phone,2,AI Sold
01-01-2025,ADB-3409-4865,dennis235@aol.com,tel10035,Activation Issue,Resolved,30,Remote Support,Chat,3,Already has AI
01-01-2025,ADB-3470-6289,john754@outlook.com,tel10039,Update,Resolved,30,Remote Support,Phone,5,AI Sold
01-01-2025,ADB-4954-4192,marcus466@outlook.com,tel10070,How To,Resolved,17,Shared Self-Help Article,Phone,1,AI Sold
01-01-2025,ADB-2354-8410,blake65@bellsouth.net,tel10071,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,5,Not Interested
01-01-2025,ADB-1129-8687,nicole75@bellsouth.net,tel10092,How To,Resolved,27,Remote Support,Phone,,Already has AI
01-01-2025,ADB-5189-2635,heather689@sbcglobal.net,tel10041,How To,Resolved,25,Remote Support,Phone,3,Already has AI
01-01-2025,ADB-7579-6792,kevin709@outlook.com,tel10039,Provisioning Issue,Resolved,30,Remote Support,Chat,4,AI Sold
01-01-2025,ADB-6490-6787,chad70@aol.com,tel10005,How To,Callback Scheduled,19,SME Callback Scheduled,Phone,,Issue not Resolved
01-01-2025,ADB-6369-3490,allison864@yahoo.com,tel10034,Download/ Install,Resolved,25,Remote Support,Phone,4,Already has AI
01-01-2025,ADB-8018-1899,rebecca806@gmail.com,tel10089,Update,Resolved,20,Shared Self-Help Article,Chat,,Not Interested
01-01-2025,ADB-1497-3887,brandon406@yahoo.com,tel10027,Provisioning Issue,Resolved,20,Shared Self-Help Article,Chat,3,Already has AI
01-01-2025,ADB-8677-1527,sarah546@gmail.com,tel10030,Download/ Install,Callback Scheduled,18,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-1478-6386,evelyn224@aol.com,tel10035,Download/ Install,Callback Scheduled,18,SME Callback Scheduled,Phone,,Issue not Resolved
01-01-2025,ADB-2077-7197,mark181@outlook.com,tel10054,How To,Resolved,25,Remote Support,Phone,,Not Interested
01-01-2025,ADB-2628-9235,anthony360@comcast.net,tel10070,Activation Issue,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-6111-3214,courtney499@gmail.com,tel10047,Activation Issue,Resolved,15,Shared Self-Help Article,Chat,5,Already has AI
01-01-2025,ADB-9441-4834,joseph925@bellsouth.net,tel10040,Download/ Install,Resolved,25,Remote Support,Chat,,Already has AI
01-01-2025,ADB-6117-4415,julie497@comcast.net,tel10057,Provisioning Issue,Resolved,16,Shared Self-Help Article,Chat,5,AI Sold
01-01-2025,ADB-9263-1346,brandon389@gmail.com,tel10076,Download/ Install,Resolved,20,Shared Self-Help Article,Phone,1,AI Sold
01-01-2025,ADB-3661-5324,amber821@bellsouth.net,tel10029,Update,Resolved,15,Shared Self-Help Article,Phone,,Not Interested
01-01-2025,ADB-4926-7403,joseph329@yahoo.com,tel10056,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,1,Already has AI
01-01-2025,ADB-9589-8352,jessica809@outlook.com,tel10004,How To,Resolved,20,Shared Self-Help Article,Phone,,Already has AI
01-01-2025,ADB-6583-7093,alexis483@outlook.com,tel10076,How To,Resolved,29,Remote Support,Phone,,Not Interested
01-01-2025,ADB-7407-5983,amy893@sbcglobal.net,tel10084,Activation Issue,Resolved,25,Remote Support,Chat,2,AI Sold
01-01-2025,ADB-7993-4340,jesse897@gmail.com,tel10074,How To,Resolved,29,Remote Support,Chat,1,AI Sold
01-01-2025,ADB-4750-4382,kristine848@gmail.com,tel10066,How To,Resolved,15,Shared Self-Help Article,Chat,2,Not Interested
01-01-2025,ADB-6326-5134,matthew103@comcast.net,tel10020,Activation Issue,Pending Agent Action,20,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-7539-5971,madison139@comcast.net,tel10002,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,5,AI Sold
01-01-2025,ADB-9313-2100,kristina386@gmail.com,tel10031,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,5,Already has AI
01-01-2025,ADB-5171-2312,jessica502@yahoo.com,tel10092,Provisioning Issue,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
01-01-2025,ADB-6970-4519,shannon520@bellsouth.net,tel10042,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,4,AI Sold
01-01-2025,ADB-6916-8208,brandon238@sbcglobal.net,tel10051,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,4,Not Interested
01-01-2025,ADB-8834-5576,alexis101@comcast.net,tel10031,Download/ Install,Resolved,30,Remote Support,Chat,,Not Interested
01-01-2025,ADB-8457-3040,david421@outlook.com,tel10002,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,,Already has AI
01-01-2025,ADB-3481-7583,jacob648@aol.com,tel10039,Update,Resolved,28,Remote Support,Phone,5,Already has AI
01-01-2025,ADB-5452-5036,matthew934@comcast.net,tel10046,Update,Resolved,29,Remote Support,Phone,4,AI Sold
01-01-2025,ADB-2557-4915,jeffrey107@comcast.net,tel10011,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,5,Already has AI
01-01-2025,ADB-9449-8400,lisa528@bellsouth.net,tel10072,Update,Resolved,29,Remote Support,Phone,4,Already has AI
01-01-2025,ADB-2580-7122,sean637@yahoo.com,tel10068,Activation Issue,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-2247-1737,victoria110@gmail.com,tel10037,Update,Resolved,18,Shared Self-Help Article,Phone,4,Already has AI
01-01-2025,ADB-5390-3956,kenneth296@bellsouth.net,tel10082,Activation Issue,Resolved,27,Remote Support,Phone,4,AI Sold
01-01-2025,ADB-8133-1714,raymond656@comcast.net,tel10060,Provisioning Issue,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-7884-7520,brian171@aol.com,tel10095,Activation Issue,Resolved,30,Remote Support,Phone,5,AI Sold
01-01-2025,ADB-6253-9347,jason428@gmail.com,tel10026,Provisioning Issue,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
01-01-2025,ADB-6978-7071,paul803@bellsouth.net,tel10090,How To,Resolved,19,Shared Self-Help Article,Chat,5,Not Interested
01-01-2025,ADB-1003-7586,bethany563@comcast.net,tel10034,Activation Issue,Resolved,15,Shared Self-Help Article,Chat,5,Already has AI
01-01-2025,ADB-7069-6523,jessica671@sbcglobal.net,tel10001,Provisioning Issue,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-5837-1053,angela198@outlook.com,tel10039,How To,Resolved,26,Remote Support,Chat,4,AI Sold
01-01-2025,ADB-6277-3297,kevin154@bellsouth.net,tel10047,Download/ Install,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-3536-7215,joseph269@aol.com,tel10088,Update,Pending Customer Action,17,Issue not Resolved,Phone,,Issue not Resolved
01-01-2025,ADB-5221-3776,angela861@sbcglobal.net,tel10055,How To,Resolved,25,Remote Support,Chat,5,AI Sold
01-01-2025,ADB-9592-4338,john609@sbcglobal.net,tel10009,How To,Resolved,17,Shared Self-Help Article,Phone,4,AI Sold
01-01-2025,ADB-2211-7240,becky800@outlook.com,tel10097,Activation Issue,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
01-01-2025,ADB-9421-9666,charles445@comcast.net,tel10027,How To,Resolved,18,Shared Self-Help Article,Phone,3,Already has AI
01-01-2025,ADB-6171-2642,danielle609@bellsouth.net,tel10049,Download/ Install,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-7860-8599,thomas269@yahoo.com,tel10074,Provisioning Issue,Resolved,20,Shared Self-Help Article,Chat,3,Already has AI
01-01-2025,ADB-4054-8070,joseph231@aol.com,tel10059,Provisioning Issue,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
01-01-2025,ADB-2332-2514,george91@gmail.com,tel10004,Download/ Install,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-7685-5963,tyler549@yahoo.com,tel10016,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,5,AI Sold
01-01-2025,ADB-3335-5836,andrea955@gmail.com,tel10093,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,3,AI Sold
01-01-2025,ADB-5669-1470,john325@bellsouth.net,tel10004,Update,Resolved,19,Shared Self-Help Article,Phone,3,Already has AI
01-01-2025,ADB-3910-1832,lori840@gmail.com,tel10053,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,5,Already has AI
01-01-2025,ADB-2030-7692,elizabeth552@yahoo.com,tel10052,Activation Issue,Resolved,18,Shared Self-Help Article,Phone,,Already has AI
01-01-2025,ADB-4376-1936,david365@yahoo.com,tel10094,Provisioning Issue,Resolved,27,Remote Support,Phone,3,Not Interested
01-01-2025,ADB-4201-9568,kelsey435@gmail.com,tel10011,Update,Resolved,27,Remote Support,Chat,3,Already has AI
01-01-2025,ADB-4735-2664,jonathan73@sbcglobal.net,tel10032,Download/ Install,Pending Customer Action,19,Issue not Resolved,Phone,,Issue not Resolved
01-01-2025,ADB-9217-4221,deborah53@outlook.com,tel10084,Update,Callback Scheduled,15,SME Callback Scheduled,Phone,,Issue not Resolved
01-01-2025,ADB-7541-2992,heather536@outlook.com,tel10040,Activation Issue,Resolved,28,Remote Support,Chat,3,Already has AI
01-01-2025,ADB-1604-7627,andre653@comcast.net,tel10069,Provisioning Issue,Resolved,26,Remote Support,Phone,5,Already has AI
01-01-2025,ADB-3324-4651,jonathan420@comcast.net,tel10098,Activation Issue,Resolved,28,Remote Support,Phone,2,Already has AI
01-01-2025,ADB-4644-6775,kimberly653@yahoo.com,tel10000,Update,Resolved,28,Remote Support,Phone,1,Already has AI
01-01-2025,ADB-6373-5934,david479@bellsouth.net,tel10031,How To,Resolved,26,Remote Support,Chat,1,Not Interested
01-01-2025,ADB-1883-9429,wesley373@sbcglobal.net,tel10043,Update,Resolved,28,Remote Support,Chat,4,AI Sold
01-01-2025,ADB-8653-9708,laurie119@bellsouth.net,tel10066,How To,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
01-01-2025,ADB-5488-9879,billy255@comcast.net,tel10063,Activation Issue,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-8789-7583,desiree25@gmail.com,tel10079,Provisioning Issue,Resolved,25,Remote Support,Chat,4,Not Interested
01-01-2025,ADB-8088-3633,nicole264@sbcglobal.net,tel10072,How To,Resolved,19,Shared Self-Help Article,Chat,,Not Interested
01-01-2025,ADB-2033-8497,crystal921@aol.com,tel10091,How To,Resolved,16,Shared Self-Help Article,Phone,,AI Sold
01-01-2025,ADB-7403-7030,trevor174@aol.com,tel10095,How To,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
01-01-2025,ADB-9450-4965,elizabeth471@outlook.com,tel10065,Download/ Install,Resolved,18,Shared Self-Help Article,Chat,2,Already has AI
01-01-2025,ADB-3523-2369,christie233@yahoo.com,tel10082,Provisioning Issue,Resolved,29,Remote Support,Chat,4,Not Interested
01-01-2025,ADB-6797-6919,michael901@outlook.com,tel10077,Activation Issue,Resolved,25,Remote Support,Phone,5,Not Interested
01-01-2025,ADB-9613-1923,robert370@aol.com,tel10053,Provisioning Issue,Resolved,29,Remote Support,Phone,5,Not Interested
01-01-2025,ADB-6070-4277,keith840@bellsouth.net,tel10065,Provisioning Issue,Resolved,25,Remote Support,Phone,2,AI Sold
01-01-2025,ADB-5129-1619,edward938@sbcglobal.net,tel10004,How To,Resolved,25,Remote Support,Phone,,Already has AI
01-01-2025,ADB-1482-8702,anthony409@outlook.com,tel10033,Update,Resolved,28,Remote Support,Chat,5,AI Sold
01-01-2025,ADB-5876-9906,mckenzie974@outlook.com,tel10033,Activation Issue,Resolved,29,Remote Support,Chat,,AI Sold
01-01-2025,ADB-4766-4268,courtney499@gmail.com,tel10013,Activation Issue,Resolved,30,Remote Support,Phone,,AI Sold
01-01-2025,ADB-6964-6067,maria497@yahoo.com,tel10021,Update,Resolved,29,Remote Support,Chat,3,Not Interested
01-01-2025,ADB-8520-6853,jessica502@yahoo.com,tel10097,How To,Resolved,18,Shared Self-Help Article,Chat,5,AI Sold
01-01-2025,ADB-9363-2340,david325@gmail.com,tel10034,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,2,Not Interested
01-01-2025,ADB-2056-4818,theresa378@outlook.com,tel10090,Provisioning Issue,Resolved,15,Shared Self-Help Article,Phone,4,Not Interested
01-01-2025,ADB-6803-8730,courtney441@outlook.com,tel10025,How To,Resolved,27,Remote Support,Phone,5,Already has AI
01-01-2025,ADB-3871-6283,ethan871@sbcglobal.net,tel10088,Download/ Install,Resolved,29,Remote Support,Chat,5,Already has AI
01-01-2025,ADB-9413-3376,austin366@gmail.com,tel10091,Activation Issue,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
01-01-2025,ADB-5883-7729,elizabeth147@sbcglobal.net,tel10035,How To,Resolved,26,Remote Support,Phone,5,Already has AI
